Datetime,hourly_height:m,hourly_height_sigma:m,hourly_height_Inferred,hourly_height_LimitTol
2000-01-26 09:00:00,-0.463,0.006,0,0
2000-01-26 10:00:00,-0.721,0.005,0,0
2000-01-26 11:00:00,-0.842,0.003,0,0
2000-01-26 12:00:00,-0.799,0.003,0,0
2000-01-26 13:00:00,-0.595,0.004,0,0
2000-01-26 14:00:00,-0.275,0.009,0,0
2000-01-26 15:00:00,0.033,0.011,0,0
2000-01-26 16:00:00,0.287,0.006,0,0
2000-01-26 17:00:00,0.506,0.006,0,0
2000-01-26 18:00:00,0.513,0.011,0,0
2000-01-26 19:00:00,0.401,0.005,0,0
2000-01-26 20:00:00,0.048,0.007,0,0
2000-01-26 21:00:00,-0.395,0.007,0,0
2000-01-26 22:00:00,-0.675,0.005,0,0
2000-01-26 23:00:00,-0.816,0.011,0,0
2000-01-27 00:00:00,-0.870,0.003,0,0
2000-01-27 01:00:00,-0.768,0.002,0,0
2000-01-27 02:00:00,-0.519,0.006,0,0
2000-01-27 03:00:00,-0.173,0.005,0,0
2000-01-27 04:00:00,0.115,0.004,0,0
2000-01-27 05:00:00,0.321,0.003,0,0
2000-01-27 06:00:00,0.418,0.003,0,0
2000-01-27 07:00:00,0.386,0.003,0,0
2000-01-27 08:00:00,0.191,0.003,0,0
2000-01-27 09:00:00,-0.088,0.005,0,0
2000-01-27 10:00:00,-0.449,0.007,0,0
2000-01-27 11:00:00,-0.678,0.009,0,0
2000-01-27 12:00:00,-0.791,0.004,0,0
2000-01-27 13:00:00,-0.754,0.002,0,0
2000-01-27 14:00:00,-0.543,0.004,0,0
2000-01-27 15:00:00,-0.265,0.008,0,0
2000-01-27 16:00:00,0.008,0.008,0,0
2000-01-27 17:00:00,0.246,0.003,0,0
2000-01-27 18:00:00,0.404,0.005,0,0
2000-01-27 19:00:00,0.389,0.003,0,0
2000-01-27 20:00:00,0.194,0.005,0,0
2000-01-27 21:00:00,-0.148,0.005,0,0
2000-01-27 22:00:00,-0.444,0.006,0,0
2000-01-27 23:00:00,-0.667,0.008,0,0
2000-01-28 00:00:00,-0.806,0.004,0,0
2000-01-28 01:00:00,-0.832,0.002,0,0
2000-01-28 02:00:00,-0.663,0.007,0,0
2000-01-28 03:00:00,-0.389,0.006,0,0
2000-01-28 04:00:00,-0.100,0.007,0,0
2000-01-28 05:00:00,0.140,0.004,0,0
2000-01-28 06:00:00,0.335,0.005,0,0
2000-01-28 07:00:00,0.422,0.015,0,0
2000-01-28 08:00:00,0.389,0.004,0,0
2000-01-28 09:00:00,0.211,0.006,0,0
2000-01-28 10:00:00,-0.064,0.006,0,0
2000-01-28 11:00:00,-0.353,0.005,0,0
2000-01-28 12:00:00,-0.572,0.006,0,0
2000-01-28 13:00:00,-0.694,0.006,0,0
2000-01-28 14:00:00,-0.651,0.007,0,0
2000-01-28 15:00:00,-0.456,0.006,0,0
2000-01-28 16:00:00,-0.174,0.004,0,0
2000-01-28 17:00:00,0.072,0.007,0,0
2000-01-28 18:00:00,0.280,0.005,0,0
2000-01-28 19:00:00,0.405,0.007,0,0
2000-01-28 20:00:00,0.370,0.006,0,0
2000-01-28 21:00:00,0.164,0.005,0,0
2000-01-28 22:00:00,-0.109,0.010,0,0
2000-01-28 23:00:00,-0.379,0.006,0,0
2000-01-29 00:00:00,-0.579,0.007,0,0
2000-01-29 01:00:00,-0.685,0.006,0,0
2000-01-29 02:00:00,-0.696,0.005,0,0
2000-01-29 03:00:00,-0.514,0.005,0,0
2000-01-29 04:00:00,-0.255,0.004,0,0
2000-01-29 05:00:00,-0.016,0.006,0,0
2000-01-29 06:00:00,0.219,0.009,0,0
2000-01-29 07:00:00,0.391,0.004,0,0
2000-01-29 08:00:00,0.486,0.005,0,0
2000-01-29 09:00:00,0.422,0.014,0,0
2000-01-29 10:00:00,0.313,0.004,0,0
2000-01-29 11:00:00,0.087,0.008,0,0
2000-01-29 12:00:00,-0.199,0.004,0,0
2000-01-29 13:00:00,-0.439,0.009,0,0
2000-01-29 14:00:00,-0.556,0.010,0,0
2000-01-29 15:00:00,-0.554,0.008,0,0
2000-01-29 16:00:00,-0.370,0.004,0,0
2000-01-29 17:00:00,-0.139,0.005,0,0
2000-01-29 18:00:00,0.086,0.006,0,0
2000-01-29 19:00:00,0.245,0.008,0,0
2000-01-29 20:00:00,0.330,0.004,0,0
2000-01-29 21:00:00,0.271,0.005,0,0
2000-01-29 22:00:00,0.115,0.005,0,0
2000-01-29 23:00:00,-0.092,0.004,0,0
2000-01-30 00:00:00,-0.343,0.007,0,0
2000-01-30 01:00:00,-0.564,0.012,0,0
2000-01-30 02:00:00,-0.703,0.006,0,0
2000-01-30 03:00:00,-0.660,0.003,0,0
2000-01-30 04:00:00,-0.502,0.004,0,0
2000-01-30 05:00:00,-0.266,0.004,0,0
2000-01-30 06:00:00,-0.025,0.005,0,0
2000-01-30 07:00:00,0.179,0.007,0,0
2000-01-30 08:00:00,0.328,0.004,0,0
2000-01-30 09:00:00,0.412,0.005,0,0
2000-01-30 10:00:00,0.353,0.004,0,0
2000-01-30 11:00:00,0.187,0.004,0,0
2000-01-30 12:00:00,-0.096,0.009,0,0
2000-01-30 13:00:00,-0.401,0.007,0,0
2000-01-30 14:00:00,-0.626,0.014,0,0
2000-01-30 15:00:00,-0.729,0.005,0,0
2000-01-30 16:00:00,-0.633,0.005,0,0
2000-01-30 17:00:00,-0.479,0.009,0,0
2000-01-30 18:00:00,-0.271,0.004,0,0
2000-01-30 19:00:00,-0.054,0.008,0,0
2000-01-30 20:00:00,0.142,0.006,0,0
2000-01-30 21:00:00,0.204,0.003,0,0
2000-01-30 22:00:00,0.152,0.004,0,0
2000-01-30 23:00:00,-0.013,0.004,0,0
2000-01-31 00:00:00,-0.261,0.005,0,0
2000-01-31 01:00:00,-0.599,0.009,0,0
2000-01-31 02:00:00,-0.890,0.010,0,0
2000-01-31 03:00:00,-0.959,0.005,0,0
2000-01-31 04:00:00,-0.896,0.003,0,0
2000-01-31 05:00:00,-0.642,0.008,0,0
2000-01-31 06:00:00,-0.360,0.009,0,0
2000-01-31 07:00:00,-0.134,0.005,0,0
2000-01-31 08:00:00,0.073,0.004,0,0
2000-01-31 09:00:00,0.216,0.002,0,0
2000-01-31 10:00:00,0.286,0.004,0,0
2000-01-31 11:00:00,0.216,0.005,0,0
2000-01-31 12:00:00,0.012,0.004,0,0
2000-01-31 13:00:00,-0.247,0.013,0,0
2000-01-31 14:00:00,-0.580,0.047,0,0
2000-01-31 15:00:00,-0.764,0.003,0,0
2000-01-31 16:00:00,-0.861,0.004,0,0
2000-01-31 17:00:00,-0.782,0.003,0,0
2000-01-31 18:00:00,-0.605,0.005,0,0
2000-01-31 19:00:00,-0.376,0.004,0,0
2000-01-31 20:00:00,-0.187,0.004,0,0
2000-01-31 21:00:00,-0.035,0.005,0,0
2000-01-31 22:00:00,0.069,0.005,0,0
2000-01-31 23:00:00,0.040,0.003,0,0
2000-02-01 00:00:00,-0.102,0.012,0,0
2000-02-01 01:00:00,-0.414,0.008,0,0
2000-02-01 02:00:00,-0.746,0.005,0,0
2000-02-01 03:00:00,-0.936,0.003,0,0
2000-02-01 04:00:00,-0.975,0.004,0,0
2000-02-01 05:00:00,-0.913,0.002,0,0
2000-02-01 06:00:00,-0.716,0.004,0,0
2000-02-01 07:00:00,-0.447,0.005,0,0
2000-02-01 08:00:00,-0.157,0.006,0,0
2000-02-01 09:00:00,0.077,0.011,0,0
2000-02-01 10:00:00,0.251,0.003,0,0
2000-02-01 11:00:00,0.327,0.002,0,0
2000-02-01 12:00:00,0.250,0.004,0,0
2000-02-01 13:00:00,-0.003,0.006,0,0
2000-02-01 14:00:00,-0.356,0.007,0,0
2000-02-01 15:00:00,-0.675,0.003,0,0
2000-02-01 16:00:00,-0.862,0.004,0,0
2000-02-01 17:00:00,-0.910,0.006,0,0
2000-02-01 18:00:00,-0.819,0.012,0,0
2000-02-01 19:00:00,-0.632,0.011,0,0
2000-02-01 20:00:00,-0.371,0.007,0,0
2000-02-01 21:00:00,-0.142,0.004,0,0
2000-02-01 22:00:00,-0.002,0.006,0,0
2000-02-01 23:00:00,0.110,0.001,0,0
